timestamp,event,vehicle_id,vehicle_type,approach_edge,eta_seconds,speed,waiting_time_sec,duration_sec,reason
2026-06-23T15:05:21.633,DETECTED,bus_0,bus_type,-834140092,29.77,6.70,,,
2026-06-23T15:06:14.263,PASSED,bus_0,bus_type,-174904016,,13.86,14.00,,
