timestamp,event,vehicle_id,vehicle_type,approach_edge,eta_seconds,speed,waiting_time_sec,duration_sec,reason
2026-06-25T21:03:52.713,DETECTED,bus_0,bus_type,-834140092,14.36,13.89,,,
2026-06-25T21:04:49.961,PASSED,bus_0,bus_type,-174904016,,13.87,20.40,,
